Orig.Row,Sample,Water Type,PhreeqC (1= yes),pH,TDS (mg/L),Alk. (ueq/L),DICcalc (umol/L),DICexp (umol/L),Cl (umol/l),SO4 (umol/l),F (umol/l),Br (umol/l),Ca (umol/l),Mg (umol/l),Na (umol/l),K (umol/l),Si (umol/l),Al (umol/l),Ba (umol/l),Sr (umol/l),Fe (umol/l),Mn (umol/l),Calcite,± Calcite,Gypsum,± Gypsum,log PCO2,± lgPCO2,Alk* ueq/L,± Alk*,DICcalc* umol/L,± DIC*,DICexp* umol/L,SO4* (umol/l),Ca* (umol/l),Mg* (umol/l),Na* (umol/l),K* (umol/l),SO4* (ueq/l),Ca* (ueq/l),Mg* (ueq/l),Ca*+Mg* (ueq/l),(Ca+Mg-SO4)* (umol/l),(HCO3+SO4)* ueq/L,Na*+K* (umol/l),SumCat* ueq/L,Calcite*,± Calcite*,Gypsum*,± Gypsum*,log PCO2*,± lgPCO2*
796,14Y-KISS- r796,6.1,,,11.28,,,,,52.99646902,,,77.50386746,25.5,50.99948978,33.00025321,,,,,,,,,,,,,,,,,,53.00,77.50,25.50,51.00,33.00,105.99,155.01,51.00,206.01,50.01,,84.00,290.01,,,,,,
797,14Y-KISS- r797,6.1,,,8.98,,,,,38.99740173,,,67.50336843,22,40.99958982,27.00020717,,,,,,,,,,,,,,,,,,39.00,67.50,22.00,41.00,27.00,77.99,135.01,44.00,179.01,50.51,,68.00,247.01,,,,,,
798,14Y-KISS- r798,6.1,,,9.72,,,,,43.99706862,,,70.50351814,21,42.99956981,30.00023019,,,,,,,,,,,,,,,,,,44.00,70.50,21.00,43.00,30.00,87.99,141.01,42.00,183.01,47.51,,73.00,256.01,,,,,,
799,14Y-KISS- r799,6.1,,,8.98,,,,,39.99733511,,,63.50316882,19,39.99959983,31.00023786,,,,,,,,,,,,,,,,,,40.00,63.50,19.00,40.00,31.00,79.99,127.01,38.00,165.01,42.51,,71.00,236.01,,,,,,
800,14Y-KISS- r800,6.1,,,9.37,,,,,35.9976016,,,71.50356804,21,55.99943976,32.00024554,,,,,,,,,,,,,,,,,,36.00,71.50,21.00,56.00,32.00,72.00,143.01,42.00,185.01,56.51,,88.00,273.01,,,,,,
801,14Y-KISS- r801,6.1,,,5.36,,,,,,,,64.50321872,19,47.99951979,31.00023786,,,,,,,,,,,,,,,,,,,64.50,19.00,48.00,31.00,,129.01,38.00,167.01,,,79.00,246.01,,,,,,
802,14Y-KISS- r802,6.1,,,9.02,,,,,37.99746835,,,65.00324367,18.5,47.99951979,31.00023786,,,,,,,,,,,,,,,,,,38.00,65.00,18.50,48.00,31.00,75.99,130.01,37.00,167.01,45.51,,79.00,246.01,,,,,,
803,14Y-KISS- r803,6.1,,,9.84,,,,,44.997002,,,68.50341833,19.5,48.99950979,30.00023019,,,,,,,,,,,,,,,,,,45.00,68.50,19.50,49.00,30.00,89.99,137.01,39.00,176.01,43.01,,79.00,255.01,,,,,,
804,14Y-KISS- r804,6.1,,,9.91,,,,,45.99693538,,,68.00339338,19,48.99950979,30.00023019,,,,,,,,,,,,,,,,,,46.00,68.00,19.00,49.00,30.00,91.99,136.01,38.00,174.01,41.01,,79.00,253.01,,,,,,
805,14Y-KISS- r805,6.1,,,5.95,,,,30.00,25.99826782,,,26.00129747,7,23.9997599,16.00012277,,,,,,,,,,,,,,,,,,24.45,25.44,4.08,0.00,15.44,48.89,50.87,8.16,59.03,5.07,,15.44,74.47,,,,,,
806,14Y-KISS- r806,6.1,,,7.63,,,,30.00,34.99766822,,,33.00164679,8.5,36.99962984,21.00016113,,,,,,,,,,,,,,,,,,33.45,32.44,5.58,11.26,20.44,66.89,64.87,11.16,76.03,4.57,,31.70,107.73,,,,,,
807,14Y-KISS- r807,6.1,,,6.08,,,,23.00,25.99826782,,,31.50157193,7.5,26.99972988,18.00013811,,,,,,,,,,,,,,,,,,24.81,31.07,5.26,7.26,17.57,49.62,62.14,10.52,72.66,11.52,,24.84,97.49,,,,,,
808,14Y-KISS- r808,6.1,,,8.81,,,,31.00,41.99720187,,,38.0018963,9.5,40.99958982,25.00019183,,,,,,,,,,,,,,,,,,40.39,37.42,6.48,14.40,24.42,80.79,74.84,12.97,87.80,3.51,,38.82,126.62,,,,,,
809,14Y-KISS- r809,6.1,,,8.38,,,,31.00,39.99733511,,,35.00174659,9,39.99959983,23.00017648,,,,,,,,,,,,,,,,,,38.39,34.42,5.98,13.40,22.42,76.79,68.84,11.97,80.80,2.01,,35.82,116.62,,,,,,
810,14Y-KISS- r810,6.1,,,6.58,,,,31.00,27.99813458,,,33.00164679,7,25.99973989,18.00013811,,,,,,,,,,,,,,,,,,26.39,32.42,3.98,0.00,17.42,52.79,64.83,7.97,72.80,10.01,,17.42,90.22,,,,,,
811,14Y-KISS- r811,6.1,,,8.21,,,,38.00,34.99766822,,,36.0017965,9,38.99960983,24.00018415,,,,,,,,,,,,,,,,,,33.03,35.29,5.30,6.39,23.29,66.06,70.57,10.60,81.17,7.55,,29.68,110.86,,,,,,
812,14Y-KISS- r812,6.1,,,7.95,,,,37.00,35.9976016,,,34.00169669,8,34.99964985,21.00016113,,,,,,,,,,,,,,,,,,34.08,33.30,4.40,3.25,20.31,68.17,66.61,8.80,75.41,3.62,,23.56,98.97,,,,,,
813,14Y-KISS- r813,6.1,,,7.50,,,,38.00,31.99786809,,,32.00159689,8,33.99965985,21.00016113,,,,,,,,,,,,,,,,,,30.03,31.29,4.30,1.39,20.29,60.07,62.57,8.60,71.17,5.55,,21.68,92.86,,,,,,
814,14Y-KISS- r814,6.1,,,6.29,,,,31.00,25.99826782,,,30.50152203,7,25.99973989,18.00013811,,,,,,,,,,,,,,,,,,24.40,29.92,3.98,0.00,17.42,48.79,59.83,7.97,67.80,9.50,,17.42,85.22,,,,,,
815,14Y-KISS- r815,6.1,,,6.72,,,,28.00,28.99806795,,,31.00154698,7.5,31.99967986,20.00015346,,,,,,,,,,,,,,,,,,27.55,30.47,4.77,7.97,19.48,55.10,60.95,9.55,70.50,7.70,,27.45,97.95,,,,,,
816,14Y-KISS- r816,6.1,,,6.69,,,,33.00,27.99813458,,,31.50157193,7,29.99969987,18.00013811,,,,,,,,,,,,,,,,,,26.29,30.88,3.79,1.68,17.38,52.58,61.76,7.58,69.34,8.38,,19.07,88.40,,,,,,
817,14Y-KISS- r817,6.1,,,6.38,,,,32.00,26.9982012,,,29.00144718,7,26.99972988,18.00013811,,,,,,,,,,,,,,,,,,25.34,28.40,3.89,0.00,17.40,50.69,56.80,7.77,64.57,6.94,,17.40,81.97,,,,,,
818,14Y-KISS- r818,6.1,,,7.04,,,,32.00,31.99786809,,,30.00149708,7,30.99968987,19.00014579,,,,,,,,,,,,,,,,,,30.34,29.40,3.89,3.54,18.40,60.69,58.80,7.77,66.57,2.94,,21.94,88.51,,,,,,
819,14Y-KISS- r819,6.1,,,8.26,,,,38.00,37.99746835,,,35.00174659,8.5,35.99963984,21.00016113,,,,,,,,,,,,,,,,,,36.03,34.29,4.80,3.39,20.29,72.06,68.57,9.60,78.17,3.05,,23.68,101.86,,,,,,
820,14Y-KISS- r820,6.1,,,9.16,,,,38.00,41.99720187,,,41.50207096,10.5,39.99959983,24.00018415,,,,,,,,,,,,,,,,,,40.03,40.79,6.80,7.39,23.29,80.06,81.57,13.60,95.17,7.56,,30.68,125.86,,,,,,
821,14Y-KISS- r821,6.1,,,6.20,,,,22.00,27.99813458,,,29.50147213,7.5,28.99970987,18.00013811,,,,,,,,,,,,,,,,,,26.86,29.09,5.36,10.12,17.59,53.72,58.17,10.72,68.89,7.59,,27.71,96.60,,,,,,
822,14Y-KISS- r822,6.1,,,5.33,,,,,27.99813458,,,27.50137232,7.5,29.99969987,17.00013044,,,,,,,,,,,,,,,,,,28.00,27.50,7.50,30.00,17.00,56.00,55.00,15.00,70.00,7.00,,47.00,117.00,,,,,,
823,14Y-KISS- r823,6.1,,,7.02,,,,22.00,29.99800133,,,38.50192125,9.5,32.99966986,21.00016113,,,,,,,,,,,,,,,,,,28.86,38.09,7.36,14.12,20.59,57.72,76.17,14.72,90.89,16.59,,34.71,125.60,,,,,,
824,14Y-KISS- r824,6.1,,,7.61,,,,23.00,36.99753498,,,34.50172164,8.5,35.99963984,21.00016113,,,,,,,,,,,,,,,,,,35.81,34.07,6.26,16.26,20.57,71.62,68.14,12.52,80.66,4.52,,36.83,117.49,,,,,,
825,14Y-KISS- r825,6.1,,,7.06,,,,29.00,30.99793471,,,33.50167174,9,30.99968987,20.00015346,,,,,,,,,,,,,,,,,,29.50,32.96,6.18,6.12,19.46,59.00,65.91,12.35,78.26,9.63,,25.57,103.84,,,,,,
826,14Y-KISS- r826,6.1,,,8.01,,,,31.00,36.99753498,,,37.50187135,9.5,39.99959983,18.00013811,,,,,,,,,,,,,,,,,,35.39,36.92,6.48,13.40,17.42,70.79,73.84,12.97,86.80,8.01,,30.82,117.62,,,,,,
827,14Y-KISS- r827,6.1,,,7.19,,,,27.00,30.99793471,,,37.0018464,9.5,32.99966986,20.00015346,,,,,,,,,,,,,,,,,,29.60,36.49,6.87,9.83,19.50,59.20,72.99,13.74,86.73,13.76,,29.33,116.06,,,,,,
828,14Y-KISS- r828,6.1,,,5.85,,,,32.00,22.99846769,,,29.50147213,7,22.9997699,16.00012277,,,,,,,,,,,,,,,,,,21.34,28.90,3.89,0.00,15.40,42.69,57.80,7.77,65.57,11.44,,15.40,80.97,,,,,,
829,14Y-KISS- r829,6.1,,,5.70,,,,33.00,20.99860093,,,29.00144718,6.5,22.9997699,17.00013044,,,,,,,,,,,,,,,,,,19.29,28.38,3.29,0.00,16.38,38.58,56.76,6.58,63.33,12.38,,16.38,79.72,,,,,,
830,14Y-KISS- r830,6.1,,,6.16,,,,32.00,22.99846769,,,34.00169669,7,24.99974989,18.00013811,,,,,,,,,,,,,,,,,,21.34,33.40,3.89,0.00,17.40,42.69,66.80,7.77,74.57,15.94,,17.40,91.97,,,,,,
831,14Y-KISS- r831,6.1,,,7.00,,,,37.00,26.9982012,,,36.0017965,7.5,29.99969987,20.00015346,,,,,,,,,,,,,,,,,,25.08,35.30,3.90,0.00,19.31,50.17,70.61,7.80,78.41,14.12,,19.31,97.71,,,,,,
832,14Y-KISS- r832,6.1,,,7.87,,,,31.00,36.99753498,,,38.0018963,8,30.99968987,20.00015346,,,,,,,,,,,,,,,,,,35.39,37.42,4.98,4.40,19.42,70.79,74.84,9.97,84.80,7.01,,23.82,108.62,,,,,,
833,14Y-KISS- r833,6.1,,,7.31,,,,29.00,30.99793471,,,38.50192125,7.5,32.99966986,21.00016113,,,,,,,,,,,,,,,,,,29.50,37.96,4.68,8.12,20.46,59.00,75.91,9.35,85.27,13.13,,28.57,113.84,,,,,,
834,14Y-KISS- r834,6.1,,,6.91,,,,31.00,27.99813458,,,36.50182145,7.5,29.99969987,20.00015346,,,,,,,,,,,,,,,,,,26.39,35.92,4.48,3.40,19.42,52.79,71.84,8.97,80.80,14.01,,22.82,103.62,,,,,,
835,14Y-KISS- r835,6.1,,,6.71,,,,29.00,25.99826782,,,37.50187135,7.5,30.99968987,20.00015346,,,,,,,,,,,,,,,,,,24.50,36.96,4.68,6.12,19.46,49.00,73.91,9.35,83.27,17.13,,25.57,108.84,,,,,,
836,14Y-KISS- r836,6.1,,,7.94,,,,29.00,34.99766822,,,40.00199611,7.5,35.99963984,24.00018415,,,,,,,,,,,,,,,,,,33.50,39.46,4.68,11.12,23.46,67.00,78.91,9.35,88.27,10.63,,34.57,122.84,,,,,,
837,14Y-KISS- r837,6.1,,,8.65,,,,22.00,41.99720187,,,42.50212086,8,39.99959983,26.0001995,,,,,,,,,,,,,,,,,,40.86,42.09,5.86,21.12,25.59,81.72,84.18,11.72,95.89,7.09,,46.71,142.60,,,,,,
838,14Y-KISS- r838,6.1,,,8.59,,,,27.00,39.99733511,,,42.00209591,8,38.99960983,26.0001995,,,,,,,,,,,,,,,,,,38.60,41.49,5.37,15.83,25.50,77.20,82.99,10.74,93.73,8.26,,41.33,135.06,,,,,,
839,14Y-KISS- r839,6.1,,,9.22,,,,31.00,41.99720187,,,45.50227057,8.5,41.99957982,28.00021484,,,,,,,,,,,,,,,,,,40.39,44.92,5.48,15.40,27.42,80.79,89.84,10.97,100.80,10.01,,42.82,143.62,,,,,,
840,14Y-KISS- r840,6.1,,,8.56,,,,25.00,39.99733511,,,43.00214582,8,38.99960983,26.0001995,,,,,,,,,,,,,,,,,,38.70,42.53,5.57,17.55,25.53,77.41,85.06,11.13,96.20,9.39,,43.08,139.28,,,,,,
841,14Y-KISS- r841,6.1,,,8.89,,,,26.00,40.99726849,,,45.50227057,8.5,40.99958982,27.00020717,,,,,,,,,,,,,,,,,,39.65,45.01,5.97,18.69,26.51,79.31,90.02,11.94,101.96,11.33,,45.20,147.17,,,,,,
842,14Y-KISS- r842,6.1,,,8.39,,,,26.00,38.99740173,,,42.50212086,8,36.99962984,25.00019183,,,,,,,,,,,,,,,,,,37.65,42.01,5.47,14.69,24.51,75.31,84.02,10.94,94.96,9.83,,39.20,134.17,,,,,,
843,14Y-KISS- r843,6.1,,,9.06,,,,26.00,43.99706862,,,44.50222067,8,39.99959983,26.0001995,,,,,,,,,,,,,,,,,,42.65,44.01,5.47,17.69,25.51,85.30,88.02,10.94,98.96,6.83,,43.20,142.17,,,,,,
844,14Y-KISS- r844,6.1,,,3.64,,,,,,,,41.00204601,8,35.99963984,25.00019183,,,,,,,,,,,,,,,,,,,41.00,8.00,36.00,25.00,,82.00,16.00,98.00,,,61.00,159.00,,,,,,
845,14Y-KISS- r845,6.1,,,10.15,,,,22.00,49.99666889,,,52.00259494,9.5,46.9995298,30.00023019,,,,,,,,,,,,,,,,,,48.86,51.59,7.36,28.12,29.59,97.72,103.18,14.72,117.89,10.09,,57.71,175.60,,,,,,
846,14Y-KISS- r846,6.1,,,8.75,,,,37.00,37.99746835,,,42.50212086,8,37.99961983,26.0001995,,,,,,,,,,,,,,,,,,36.08,41.80,4.40,6.25,25.31,72.17,83.61,8.80,92.41,10.12,,31.56,123.97,,,,,,
847,14Y-KISS- r847,6.1,,,5.78,,,,24.00,21.99853431,,,33.50167174,7,25.99973989,18.00013811,,,,,,,,,,,,,,,,,,20.76,33.05,4.66,5.41,17.55,41.51,66.10,9.33,75.43,16.96,,22.96,98.38,,,,,,
848,14Y-KISS- r848,6.1,,,10.09,,,,21.00,48.99673551,,,53.50266979,12,47.99951979,28.00021484,,,,,,,,,,,,,,,,,,47.91,53.11,9.96,29.98,27.61,95.82,106.21,19.91,126.13,15.15,,57.59,183.71,,,,,,
849,14Y-KISS- r849,6.1,,,12.71,,,,36.00,62.9958028,,,63.50316882,14,55.99943976,31.00023786,,,,,,,,,,,,,,,,,,61.13,62.82,10.50,25.11,30.33,122.27,125.65,20.99,146.64,12.19,,55.44,202.08,,,,,,
850,14Y-KISS- r850,6.1,,,13.35,,,,26.00,68.99540306,,,69.50346824,15,60.99938973,32.00024554,,,,,,,,,,,,,,,,,,67.65,69.01,12.47,38.69,31.51,135.30,138.03,24.94,162.97,13.83,,70.20,233.17,,,,,,
851,14Y-KISS- r851,6.1,,,13.23,,,,16.00,68.99540306,,,71.50356804,15,63.99935972,34.00026088,,,,,,,,,,,,,,,,,,68.17,71.20,13.44,50.27,33.70,136.34,142.40,26.89,169.29,16.48,,83.97,253.26,,,,,,
852,14Y-KISS- r852,6.1,,,14.34,,,,23.00,76.99487009,,,73.50366785,15.5,63.99935972,34.00026088,,,,,,,,,,,,,,,,,,75.81,73.07,13.26,44.26,33.57,151.61,146.14,26.52,172.66,10.53,,77.83,250.50,,,,,,
853,14Y-KISS- r853,6.1,,,15.06,,,,35.00,77.99480346,,,75.50376765,15.5,65.99933971,36.00027623,,,,,,,,,,,,,,,,,,76.18,74.84,12.09,35.97,35.35,152.37,149.69,24.19,173.87,10.75,,71.31,245.19,,,,,,
854,14Y-KISS- r854,6.1,,,14.53,,,,25.00,74.99500333,,,77.00384251,15.5,69.9992997,35.00026856,,,,,,,,,,,,,,,,,,73.70,76.53,13.07,48.55,34.53,147.40,153.07,26.13,179.20,15.90,,83.08,262.28,,,,,,
855,14Y-KISS- r855,6.1,,,15.33,,,,30.00,79.99467022,,,81.00404212,16.5,67.9993197,35.00026856,,,,,,,,,,,,,,,,,,78.44,80.44,13.58,42.26,34.44,156.89,160.88,27.16,188.04,15.58,,76.70,264.73,,,,,,
856,14Y-KISS- r856,6.1,,,5.65,,,,,24.99833444,,,38.50192125,9.5,29.99969987,20.00015346,,,,,,,,,,,,,,,,,,25.00,38.50,9.50,30.00,20.00,50.00,77.00,19.00,96.00,23.00,,50.00,146.00,,,,,,
857,14Y-KISS- r857,6.1,,,6.33,,,,,27.99813458,,,43.50217077,10.5,33.99965985,22.00016881,,,,,,,,,,,,,,,,,,28.00,43.50,10.50,34.00,22.00,56.00,87.00,21.00,108.00,26.00,,56.00,164.00,,,,,,
858,14Y-KISS- r858,6.1,,,6.35,,,,,28.99806795,,,42.50212086,10,32.99966986,22.00016881,,,,,,,,,,,,,,,,,,29.00,42.50,10.00,33.00,22.00,58.00,85.00,20.00,105.00,23.50,,55.00,160.00,,,,,,
859,14Y-KISS- r859,6.1,,,7.68,,,,,37.99746835,,,48.00239533,11,38.99960983,24.00018415,,,,,,,,,,,,,,,,,,38.00,48.00,11.00,39.00,24.00,75.99,96.00,22.00,118.00,21.00,,63.00,181.00,,,,,,
860,14Y-KISS- r860,6.1,,,6.76,,,,,31.99786809,,,44.00219572,10,33.99965985,23.00017648,,,,,,,,,,,,,,,,,,32.00,44.00,10.00,34.00,23.00,64.00,88.00,20.00,108.00,22.00,,57.00,165.00,,,,,,
861,14Y-KISS- r861,6.1,,,6.96,,,,,32.99780147,,,45.00224562,10.5,35.99963984,23.00017648,,,,,,,,,,,,,,,,,,33.00,45.00,10.50,36.00,23.00,66.00,90.00,21.00,111.00,22.50,,59.00,170.00,,,,,,
862,14Y-KISS- r862,6.1,,,7.98,,,,,40.99726849,,,47.50237038,11,38.99960983,25.00019183,,,,,,,,,,,,,,,,,,41.00,47.50,11.00,39.00,25.00,81.99,95.00,22.00,117.00,17.51,,64.00,181.00,,,,,,
863,14Y-KISS- r863,6.1,,,6.53,,,,,29.99800133,,,43.00214582,10,33.99965985,23.00017648,,,,,,,,,,,,,,,,,,30.00,43.00,10.00,34.00,23.00,60.00,86.00,20.00,106.00,23.00,,57.00,163.00,,,,,,
864,14Y-KISS- r864,6.1,,,6.69,,,,,30.99793471,,,44.50222067,10,33.99965985,23.00017648,,,,,,,,,,,,,,,,,,31.00,44.50,10.00,34.00,23.00,62.00,89.00,20.00,109.00,23.50,,57.00,166.00,,,,,,
865,14Y-KISS- r865,6.1,,,6.64,,,,,31.99786809,,,43.00214582,10,31.99967986,22.00016881,,,,,,,,,,,,,,,,,,32.00,43.00,10.00,32.00,22.00,64.00,86.00,20.00,106.00,21.00,,54.00,160.00,,,,,,
866,14Y-KISS- r866,6.1,,,7.03,,,,,32.99780147,,,46.50232048,10,36.99962984,23.00017648,,,,,,,,,,,,,,,,,,33.00,46.50,10.00,37.00,23.00,66.00,93.00,20.00,113.00,23.50,,60.00,173.00,,,,,,
867,14Y-KISS- r867,6.1,,,8.54,,,,,41.99720187,,,53.00264484,12,44.9995498,27.00020717,,,,,,,,,,,,,,,,,,42.00,53.00,12.00,45.00,27.00,83.99,106.01,24.00,130.01,23.01,,72.00,202.01,,,,,,
868,14Y-KISS- r868,6.1,,,7.10,,,,,33.99773484,,,46.00229552,10,36.99962984,23.00017648,,,,,,,,,,,,,,,,,,34.00,46.00,10.00,37.00,23.00,68.00,92.00,20.00,112.00,22.00,,60.00,172.00,,,,,,
869,14Y-IDL- r869,7.3,,,9.47,,,,28.0004513,34.00024983,,,87.00034932,39.00020572,10,14.00071615,,,,,,,,,,,,,,,,,,32.55,86.47,36.27,0.00,13.48,65.10,172.95,72.55,245.49,90.20,,13.48,258.97,,,,,,
870,16LH-Leverett- r870,6.1,,,13.20,,,,,,,,173.0086332,43,119.9987995,63.0004834,,,270.0255594,257,0.947033915,131,,,,,,,,,,,,,173.01,43.00,120.00,63.00,,346.02,86.00,432.02,,,183.00,615.02,,,,,,
871,16LH-Leverett- r871,6.1,,,7.20,,,,,,,,100.0049903,22,60.99938973,32.00024554,,,13.00123064,130,0.08600308,76,,,,,,,,,,,,,100.00,22.00,61.00,32.00,,200.01,44.00,244.01,,,93.00,337.01,,,,,,
872,16LH-Leverett- r872,6.1,,,7.73,,,,,,,,102.0050901,25,68.9993097,37.0002839,,,20.00189329,146,1.007036064,89,,,,,,,,,,,,,102.01,25.00,69.00,37.00,,204.01,50.00,254.01,,,106.00,360.01,,,,,,
873,16LH-Leverett- r873,6.1,,,3.45,,,,,,,,35.00174659,13,37.99961983,22.00016881,,,43.00407058,64,8.04028794,107,,,,,,,,,,,,,35.00,13.00,38.00,22.00,,70.00,26.00,96.00,,,60.00,156.00,,,,,,
874,16LH-Leverett- r874,6.1,,,8.49,,,,,,,,105.0052398,33,77.99921966,43.00032994,,,54.00511189,162,9.818351616,228,,,,,,,,,,,,,105.01,33.00,78.00,43.00,,210.01,66.00,276.01,,,121.00,397.01,,,,,,
875,16LH-Leverett- r875,6.1,,,7.13,,,,,,,,93.00464095,25,61.99937973,35.00026856,,,21.00198796,136,1.852066326,156,,,,,,,,,,,,,93.00,25.00,62.00,35.00,,186.01,50.00,236.01,,,97.00,333.01,,,,,,
876,16LH-Leverett- r876,6.1,,,7.63,,,,,,,,99.00494037,26,66.99932971,38.00029158,,,27.00255594,147,2.564091826,156,,,,,,,,,,,,,99.00,26.00,67.00,38.00,,198.01,52.00,250.01,,,105.00,355.01,,,,,,
877,16LH-Leverett- r877,6.1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,16LH-Leverett- r878,6.1,,,6.55,,,,,,,,87.00434153,21,54.99944976,33.00025321,,,23.00217728,123,1.797064357,129,,,,,,,,,,,,,87.00,21.00,55.00,33.00,,174.01,42.00,216.01,,,88.00,304.01,,,,,,
879,16LH-Leverett- r879,6.1,,,5.31,,,,,,,,70.00349319,18,43.99955981,27.00020717,,,25.00236661,100,2.574092184,121,,,,,,,,,,,,,70.00,18.00,44.00,27.00,,140.01,36.00,176.01,,,71.00,247.01,,,,,,
880,16LH-Leverett- r880,6.1,,,5.04,,,,,,,,66.00329358,18,40.99958982,26.0001995,,,22.00208262,91,2.32408323,121,,,,,,,,,,,,,66.00,18.00,41.00,26.00,,132.01,36.00,168.01,,,67.00,235.01,,,,,,
881,16LH-Leverett- r881,6.1,,,3.53,,,,,,,,48.00239533,11,30.99968987,16.00012277,,,7.000662652,62,0.047001683,65,,,,,,,,,,,,,48.00,11.00,31.00,16.00,,96.00,22.00,118.00,,,47.00,165.00,,,,,,
882,16LH-Leverett- r882,6.1,,,3.61,,,,,,,,50.00249513,12,29.99969987,16.00012277,,,8.000757316,71,0.307010995,69,,,,,,,,,,,,,50.00,12.00,30.00,16.00,,100.00,24.00,124.00,,,46.00,170.00,,,,,,
883,16LH-Leverett- r883,6.1,,,3.87,,,,,,,,48.00239533,13,34.99964985,21.00016113,,,15.00141997,65,1.907068296,91,,,,,,,,,,,,,48.00,13.00,35.00,21.00,,96.00,26.00,122.00,,,56.00,178.00,,,,,,
884,16LH-Leverett- r884,6.1,,,3.25,,,,,,,,43.00214582,11,25.99973989,17.00013044,,,10.00094665,55,0.650023279,102,,,,,,,,,,,,,43.00,11.00,26.00,17.00,,86.00,22.00,108.00,,,43.00,151.00,,,,,,
885,16LH-Leverett- r885,6.1,,,5.56,,,,,,,,54.00269475,18,70.99928969,34.00026088,,,37.00350259,89,6.863245787,130,,,,,,,,,,,,,54.00,18.00,71.00,34.00,,108.01,36.00,144.01,,,105.00,249.00,,,,,,
886,16LH-Leverett- r886,6.1,,,3.78,,,,,,,,38.0018963,10,49.99949978,22.00016881,,,10.00094665,55,0.933033414,41,,,,,,,,,,,,,38.00,10.00,50.00,22.00,,76.00,20.00,96.00,,,72.00,168.00,,,,,,
887,16LH-Leverett- r887,6.1,,,5.02,,,,,,,,43.00214582,15,67.9993197,35.00026856,,,35.00331326,71,6.371228167,97,,,,,,,,,,,,,43.00,15.00,68.00,35.00,,86.00,30.00,116.00,,,103.00,219.00,,,,,,
888,16LH-Leverett- r888,6.1,,,3.87,,,,,,,,36.0017965,11,52.99946977,24.00018415,,,11.00104131,47,1.643058841,41,,,,,,,,,,,,,36.00,11.00,53.00,24.00,,72.00,22.00,94.00,,,77.00,171.00,,,,,,
889,16LH-Leverett- r889,6.1,,,3.80,,,,,,,,36.0017965,12,48.99950979,24.00018415,,,29.00274527,56,5.413193858,83,,,,,,,,,,,,,36.00,12.00,49.00,24.00,,72.00,24.00,96.00,,,73.00,169.00,,,,,,
890,16LH-Leverett- r890,6.1,,,4.15,,,,,,,,41.00204601,12,53.99945977,25.00019183,,,17.0016093,59,2.436087241,62,,,,,,,,,,,,,41.00,12.00,54.00,25.00,,82.00,24.00,106.00,,,79.00,185.00,,,,,,
891,16LH-Leverett- r891,6.1,,,3.26,,,,,,,,31.00154698,11,43.99955981,19.00014579,,,20.00189329,47,3.113111487,66,,,,,,,,,,,,,31.00,11.00,44.00,19.00,,62.00,22.00,84.00,,,63.00,147.00,,,,,,
892,16LH-Leverett- r892,6.1,,,2.32,,,,,,,,24.00119766,7,27.99971988,14.00010742,,,19.00179863,36,2.772099275,56,,,,,,,,,,,,,24.00,7.00,28.00,14.00,,48.00,14.00,62.00,,,42.00,104.00,,,,,,
893,16LH-Leverett- r893,6.1,,,2.97,,,,,,,,30.00149708,10,33.99965985,19.00014579,,,21.00198796,45,3.475124452,59,,,,,,,,,,,,,30.00,10.00,34.00,19.00,,60.00,20.00,80.00,,,53.00,133.00,,,,,,
894,16LH-Leverett- r894,6.1,,,1.91,,,,,,,,20.00099805,5,20.99978991,13.00009975,,,4.000378658,20,0.417014934,17,,,,,,,,,,,,,20.00,5.00,21.00,13.00,,40.00,10.00,50.00,,,34.00,84.00,,,,,,
895,16LH-Leverett- r895,6.1,,,2.93,,,,,,,,24.00119766,10,52.99946977,13.00009975,,,8.000757316,35,1.241044444,41,,,,,,,,,,,,,24.00,10.00,53.00,13.00,,48.00,20.00,68.00,,,66.00,134.00,,,,,,
896,16LH-Leverett- r896,6.1,,,4.11,,,,,,,,41.00204601,15,46.9995298,26.0001995,,,38.00359725,64,7.523269424,90,,,,,,,,,,,,,41.00,15.00,47.00,26.00,,82.00,30.00,112.00,,,73.00,185.00,,,,,,
897,16LH-Leverett- r897,6.1,,,4.14,,,,,,,,34.00169669,18,55.99943976,27.00020717,,,56.00530122,67,13.29747621,137,,,,,,,,,,,,,34.00,18.00,56.00,27.00,,68.00,36.00,104.00,,,83.00,187.00,,,,,,
898,16LH-Leverett- r898,6.1,,,6.46,,,,,,,,54.00269475,40,67.9993197,45.00034529,,,152.014389,120,35.66327718,361,,,,,,,,,,,,,54.00,40.00,68.00,45.00,,108.01,80.00,188.01,,,113.00,301.01,,,,,,
899,16LH-Leverett- r899,6.1,,,4.54,,,,,,,,42.00209591,17,51.99947977,32.00024554,,,51.00482789,71,11.44640992,119,,,,,,,,,,,,,42.00,17.00,52.00,32.00,,84.00,34.00,118.00,,,84.00,202.00,,,,,,
900,16LH-Leverett- r900,6.1,,,5.09,,,,,,,,50.00249513,23,53.99945977,33.00025321,,,96.0090878,93,14.74952821,223,,,,,,,,,,,,,50.00,23.00,54.00,33.00,,100.00,46.00,146.00,,,87.00,233.00,,,,,,
